club_speed_mph,ball_speed_mph,smash_factor,attack_angle_deg,launch_angle_deg,spin_rate_rpm,club_path_deg,face_to_path_deg,offline_yards,carry_yards,good_shot
97.74,136.09,1.399,1.19,17.03,2623,-2.06,1.85,10.4,325.4,1
99.15,133.52,1.385,6.43,17.0,2856,-2.16,-0.47,-8.6,328.9,0
101.78,142.07,1.432,2.43,13.69,1928,-0.98,-0.65,-5.7,330.0,1
104.93,143.04,1.377,2.81,17.32,2301,-0.31,0.45,2.1,330.0,1
92.0,135.23,1.47,4.63,22.0,2972,1.46,2.19,0.5,326.0,0
91.67,131.68,1.453,2.59,14.86,1605,-3.71,0.99,-3.7,309.9,1
108.84,162.52,1.479,-1.19,12.93,2924,-2.05,-1.69,-0.7,330.0,0
96.7,142.46,1.48,-5.82,11.48,3188,-0.48,-0.44,1.0,330.0,1
88.67,129.36,1.486,0.07,16.96,3482,-0.59,4.95,15.7,307.5,0
103.55,147.13,1.428,3.78,12.53,1661,5.51,0.63,9.5,330.0,1
103.71,161.31,1.55,0.44,12.32,3298,0.7,2.17,11.9,330.0,1
87.75,129.29,1.464,3.9,9.75,2114,-4.84,1.35,3.5,289.9,1
101.84,140.98,1.338,1.95,10.13,2282,1.25,0.68,0.6,330.0,1
105.88,145.49,1.39,5.36,13.32,1728,1.64,0.27,12.1,330.0,0
103.0,138.4,1.346,0.61,13.05,2074,-0.38,2.24,15.3,324.3,1
105.06,153.51,1.451,2.9,19.32,2607,-3.64,1.8,6.0,330.0,1
88.77,128.0,1.443,3.02,15.66,1918,5.27,0.66,3.6,296.6,0
102.65,144.7,1.422,6.0,12.37,2573,-3.21,-1.73,-16.0,330.0,1
97.58,147.37,1.55,-3.62,9.55,2519,1.98,0.96,3.8,330.0,1
96.14,141.29,1.483,0.12,17.17,2047,0.6,-0.17,0.5,330.0,0
106.96,157.07,1.494,4.05,17.8,2120,1.8,-0.77,-11.1,330.0,1
111.83,151.6,1.394,6.14,15.23,2383,5.12,6.7,32.6,330.0,0
114.35,156.97,1.39,2.22,12.45,2342,1.68,-3.85,-3.7,330.0,0
110.52,157.88,1.452,0.62,16.59,2578,-1.68,2.4,9.8,330.0,1
99.12,146.22,1.46,3.77,11.34,2687,3.32,-2.16,-7.6,330.0,0
102.82,139.14,1.339,4.11,15.61,2841,-1.89,0.33,-5.9,330.0,1
106.13,150.49,1.439,0.42,19.97,2435,0.49,6.42,24.9,330.0,0
100.97,145.84,1.451,2.49,14.49,1981,-3.88,-2.41,-14.0,330.0,1
101.05,140.57,1.437,5.04,12.44,2332,-3.1,-1.81,-7.4,329.4,1
106.59,148.12,1.401,7.17,16.74,2382,0.15,-0.04,3.6,330.0,0
99.53,142.09,1.418,3.73,12.89,1719,1.1,-2.12,0.5,330.0,1
94.17,137.6,1.439,1.63,9.39,2101,-5.11,2.21,-5.2,312.8,0
96.68,138.94,1.455,1.34,15.57,2196,1.49,-1.34,-1.6,329.2,1
105.07,158.8,1.486,3.17,17.46,2316,-2.46,1.64,0.6,330.0,0
100.02,147.73,1.515,1.15,12.47,2188,3.84,-3.32,-7.6,330.0,0
102.72,144.01,1.432,2.07,12.59,2794,-1.06,-4.52,-11.9,330.0,1
105.36,151.66,1.423,-1.67,9.53,1978,-3.37,-0.57,-0.2,330.0,0
97.0,147.38,1.476,5.39,14.44,1566,0.23,-3.92,-5.1,330.0,0
106.05,158.89,1.487,-1.92,10.64,2565,-2.75,3.8,12.5,330.0,1
103.03,146.61,1.424,0.2,10.04,2509,3.81,-3.82,-9.5,330.0,0
90.12,129.46,1.497,1.79,19.3,1838,0.0,-2.59,-10.6,330.0,0
111.54,163.23,1.509,7.47,17.02,1879,-0.46,1.03,-7.3,330.0,1
95.99,146.95,1.528,0.23,14.8,2406,1.78,-1.47,5.0,330.0,1
86.76,133.58,1.55,-0.5,15.48,2453,-3.01,-3.8,-18.8,330.0,1
91.64,125.35,1.398,-0.15,15.26,2677,-3.87,5.1,16.2,300.3,0
91.83,133.4,1.451,6.48,14.03,1914,1.23,-2.5,-3.2,319.7,1
100.42,145.96,1.451,-6.0,11.72,3625,-3.3,-0.49,-13.1,328.7,1
97.81,143.61,1.444,-1.51,11.67,2910,-3.3,-0.52,-11.3,330.0,1
97.31,137.64,1.411,8.0,17.12,1757,2.51,1.78,18.5,324.6,1
104.96,145.9,1.361,3.27,15.17,2446,1.58,1.16,7.7,330.0,0
102.72,149.53,1.456,-1.82,11.22,2765,-3.76,-2.07,-15.2,330.0,0
102.53,143.65,1.404,1.37,9.49,3064,-1.86,-0.81,-5.8,329.6,1
103.28,152.95,1.455,1.7,14.03,2228,-2.71,-0.57,1.3,330.0,1
104.93,144.7,1.402,4.04,13.8,2703,5.33,1.87,18.6,330.0,0
83.14,122.1,1.384,7.02,9.79,2198,2.72,-2.92,-15.8,282.5,0
97.08,143.08,1.464,2.67,15.46,3111,-1.26,5.05,25.9,327.0,0
82.56,121.41,1.459,-0.12,15.85,3188,1.73,-1.9,1.2,300.1,1
100.29,150.22,1.485,3.86,21.94,2457,-4.07,-0.02,-5.9,330.0,1
99.96,159.64,1.55,-0.59,11.62,2518,-2.02,-2.9,-19.7,330.0,1
108.36,160.91,1.467,-1.6,10.82,2924,0.31,-3.25,-4.7,330.0,1
109.5,157.95,1.479,-3.78,8.35,2746,1.36,-2.19,-3.2,330.0,0
101.62,144.29,1.385,-3.2,12.51,3548,-0.29,-2.43,-17.6,316.2,0
96.0,130.93,1.373,-1.19,13.19,2707,0.74,-1.04,-4.1,315.1,1
103.88,160.76,1.545,-2.03,9.85,2539,0.24,-2.45,10.5,330.0,1
95.78,130.37,1.395,2.44,13.33,2247,-0.49,1.74,5.6,307.8,1
99.99,140.04,1.387,-2.1,6.33,2180,-0.89,-1.96,-12.4,320.0,1
107.89,154.56,1.448,-6.0,13.68,3210,-1.28,-2.23,-15.4,330.0,1
95.54,138.26,1.445,-1.63,10.12,2329,0.7,-0.98,8.0,324.3,1
106.45,147.87,1.396,0.08,12.93,3089,1.23,2.48,15.3,330.0,1
105.42,155.74,1.432,-0.32,8.61,2037,0.6,0.54,11.0,330.0,0
92.36,145.69,1.524,6.06,13.37,2294,-3.54,-0.25,-3.6,330.0,0
107.79,151.2,1.402,-0.34,12.04,3138,-3.0,-3.58,-8.6,330.0,0
105.59,144.43,1.366,4.14,14.42,1400,1.2,-2.86,-13.7,330.0,0
100.82,150.95,1.507,1.44,14.94,3422,4.42,-3.2,-4.9,330.0,0
93.9,141.7,1.48,1.37,17.8,2326,0.46,3.27,13.7,330.0,1
93.13,130.74,1.413,-1.01,14.85,2724,-1.24,1.33,11.5,307.4,1
95.7,128.63,1.355,1.32,16.35,2778,0.67,-2.15,-4.8,300.0,1
104.34,149.08,1.405,-0.8,17.06,2974,-3.41,-1.41,-12.8,330.0,1
92.35,132.27,1.447,2.01,15.41,2603,3.93,-2.06,-2.1,319.1,1
103.5,157.22,1.52,0.79,13.17,3001,0.56,-2.21,-17.1,330.0,1
90.07,121.04,1.388,-1.33,15.56,2914,-2.01,1.15,-12.3,298.3,1
98.37,143.89,1.445,4.48,17.79,3124,-0.5,-0.72,1.9,330.0,1
100.88,155.21,1.491,2.78,15.92,2668,-1.58,5.2,14.1,330.0,1
119.56,158.08,1.307,0.16,8.69,3475,3.94,3.13,14.1,330.0,0
88.98,138.2,1.512,1.94,11.15,2889,-0.61,3.27,15.7,315.3,0
111.78,152.03,1.379,1.25,12.61,1713,0.47,1.68,14.8,330.0,1
101.2,149.34,1.47,-1.1,14.95,3841,1.72,-1.06,1.6,330.0,1
103.29,148.94,1.465,1.71,13.53,2239,-2.22,1.49,14.1,330.0,1
100.95,152.37,1.515,-0.36,16.28,3295,0.58,-0.87,0.7,330.0,1
103.56,155.51,1.483,-1.33,16.48,2692,0.82,4.08,17.1,330.0,1
98.77,129.38,1.307,-3.37,15.42,3280,-4.66,1.01,-0.6,293.9,0
111.63,153.08,1.403,0.42,16.77,2265,0.76,0.66,-4.5,330.0,1
96.35,137.22,1.458,3.2,11.01,2690,-0.14,0.32,6.7,321.6,0
109.06,153.41,1.438,-0.58,14.24,2521,0.39,4.35,1.0,330.0,0
94.85,141.47,1.479,8.0,13.98,2831,0.11,-3.58,-15.9,330.0,0
99.52,154.17,1.497,4.16,9.51,2548,0.78,4.6,17.2,330.0,0
91.42,139.31,1.487,5.41,14.03,2696,4.01,-0.47,-1.6,330.0,1
103.64,144.21,1.437,3.89,18.33,1400,-3.54,-3.52,-19.3,330.0,1
111.56,152.96,1.339,7.06,16.85,2138,-1.03,-1.88,3.2,330.0,0
99.38,143.73,1.423,-0.86,18.75,2836,2.0,-4.13,-5.4,330.0,0
98.42,141.31,1.475,-6.0,11.43,3061,1.44,1.63,3.3,330.0,0
91.08,125.35,1.385,0.16,20.4,3023,1.38,-2.6,-10.2,303.1,1
98.17,148.8,1.488,3.17,14.64,2245,8.0,0.42,3.4,330.0,1
87.26,132.66,1.505,1.95,13.75,2505,1.84,2.84,16.4,330.0,1
92.7,131.84,1.458,2.33,9.98,2992,3.39,-1.68,-3.3,312.3,1
101.81,130.44,1.266,5.46,18.24,1400,-0.92,-0.67,-15.3,330.0,0
110.55,146.48,1.373,2.65,12.42,2706,-2.98,-3.26,-14.4,330.0,1
122.47,189.28,1.55,3.9,12.42,2216,-0.94,-0.97,-1.9,330.0,1
95.31,137.92,1.417,-1.32,16.38,2269,2.14,6.44,30.9,326.9,0
111.48,148.42,1.331,-1.79,15.85,2859,1.22,1.94,7.8,330.0,1
101.95,154.14,1.524,6.34,18.62,2772,1.21,-0.66,-3.1,330.0,0
98.79,145.55,1.451,1.8,12.54,2959,-0.64,-1.53,5.8,327.7,1
103.46,159.31,1.516,-0.37,12.72,2561,-1.12,-0.11,-1.7,330.0,1
100.5,150.66,1.467,-0.36,12.69,3016,-0.54,0.33,4.8,330.0,1
100.88,151.24,1.478,-0.45,15.19,3017,2.17,-1.05,-4.3,330.0,1
96.73,145.07,1.472,-0.63,17.44,2598,2.52,1.33,11.8,330.0,1
88.82,134.33,1.492,-2.35,13.28,2429,-3.02,-2.38,-20.7,318.6,1
87.65,136.52,1.55,-3.0,17.87,2494,2.29,-2.4,-8.4,323.6,1
105.23,158.93,1.508,0.91,16.01,2922,-1.95,0.93,-6.4,330.0,1
97.79,131.92,1.355,-0.28,12.2,2598,1.41,-2.92,-12.2,326.6,1
95.23,137.61,1.477,4.82,17.17,1840,-0.58,1.82,13.2,330.0,0
100.07,149.56,1.518,2.38,18.95,1699,4.7,-0.04,1.8,330.0,0
106.36,161.19,1.522,2.3,19.8,2837,-1.25,-4.57,-13.2,330.0,0
101.44,145.1,1.424,-0.73,16.31,2398,0.54,0.27,10.7,330.0,1
94.75,147.61,1.52,1.14,13.47,2680,1.82,-4.21,-12.7,330.0,0
109.81,165.23,1.506,2.58,13.25,3003,-2.62,1.73,8.9,330.0,0
112.63,177.09,1.55,3.65,16.01,1792,-0.22,-0.62,0.7,330.0,0
103.96,148.76,1.405,1.22,18.45,2507,-0.8,4.63,15.9,330.0,1
107.79,152.43,1.42,4.74,15.96,2239,-1.54,2.68,12.0,330.0,1
109.94,158.87,1.432,1.52,14.9,2679,-1.32,-2.65,0.2,330.0,1
109.04,154.29,1.421,3.88,14.51,2925,3.34,-5.05,-17.5,330.0,1
104.91,149.83,1.397,0.03,12.03,2000,-1.8,-1.89,-14.5,330.0,0
104.79,136.16,1.284,-3.94,11.14,3093,1.7,-3.05,-14.8,330.0,0
104.16,145.34,1.424,2.31,14.21,2926,0.94,4.56,23.1,330.0,1
91.22,134.7,1.472,3.68,19.44,2296,-4.19,-0.03,1.7,329.6,0
105.61,154.12,1.42,3.23,13.41,2345,1.56,2.33,6.8,330.0,1
89.15,137.73,1.55,2.77,14.13,2622,-4.24,-0.71,-20.4,322.4,0
93.64,136.98,1.451,0.45,10.56,2728,1.88,-0.45,-3.4,304.9,0
110.43,170.04,1.527,-0.92,14.83,2917,-1.52,-0.08,1.2,330.0,0
106.72,153.83,1.466,3.16,18.2,2663,0.03,2.77,9.3,330.0,0
111.9,169.08,1.5,2.78,18.85,1991,-3.88,0.78,-0.9,330.0,1
97.83,140.0,1.467,-0.18,13.55,3057,0.37,-2.64,-12.0,327.9,1
90.78,137.53,1.532,4.83,16.41,2835,2.78,4.06,23.6,310.4,0
98.08,145.23,1.453,-1.15,12.14,2753,-2.42,-0.73,-3.4,330.0,1
100.82,150.08,1.48,-0.25,14.5,1943,-1.82,-1.14,-2.7,330.0,1
100.63,147.37,1.472,6.41,16.19,2164,1.36,-7.0,-21.9,330.0,1
109.07,157.38,1.433,4.11,14.61,2441,1.44,1.59,10.4,330.0,1
97.11,143.02,1.474,0.43,13.56,2059,-7.3,0.25,-5.1,330.0,1
102.82,159.4,1.55,2.36,15.18,2296,6.05,0.25,2.6,330.0,1
92.09,133.68,1.434,1.96,12.81,1848,1.59,-1.01,0.6,319.6,1
103.6,151.01,1.475,-6.0,10.17,3233,2.09,-1.44,2.2,330.0,0
100.02,152.69,1.525,-1.22,17.7,2748,-0.43,-0.92,3.2,330.0,1
94.0,141.95,1.518,1.35,21.6,1779,-5.57,1.16,-0.1,330.0,1
98.11,138.37,1.451,0.43,9.54,2732,2.02,1.6,2.2,323.0,1
98.53,126.47,1.307,2.24,10.01,2440,-1.7,-0.58,-8.9,293.5,0
97.84,148.82,1.481,4.89,11.84,2539,1.63,2.37,7.7,330.0,1
114.17,151.31,1.317,0.54,12.88,2392,-0.66,-0.2,-0.3,330.0,1
99.21,149.3,1.538,-1.67,15.1,2340,0.71,-1.26,-4.3,330.0,0
98.05,139.32,1.46,2.47,15.64,2105,-2.32,0.5,-7.8,330.0,1
83.22,125.38,1.51,0.52,13.7,2327,2.59,-3.4,-15.6,290.2,0
92.85,133.5,1.396,1.03,14.95,2547,-3.57,0.58,-14.8,323.2,1
97.9,132.36,1.357,0.62,11.14,2629,6.74,-3.86,-24.1,302.0,0
94.51,141.79,1.466,8.0,15.07,2034,6.71,-2.57,-1.7,330.0,1
111.05,161.68,1.448,-5.22,11.11,2723,4.9,-5.05,2.1,330.0,0
98.68,141.35,1.421,0.33,8.36,2422,3.83,-0.44,13.8,318.1,1
110.31,157.17,1.455,1.49,10.04,3639,-0.25,4.02,7.9,330.0,0
100.49,158.11,1.55,-0.84,9.34,2304,3.5,-0.29,4.1,330.0,1
100.3,149.62,1.5,4.2,16.76,2097,-0.29,1.61,-3.5,330.0,1
99.29,152.38,1.513,3.94,15.11,3846,-4.66,5.88,7.1,330.0,1
100.03,148.07,1.501,1.36,15.31,2708,4.51,1.01,1.8,330.0,0
113.75,175.48,1.539,0.69,7.72,1938,3.39,-1.91,-4.0,330.0,1
81.44,118.04,1.439,1.16,8.96,2909,-0.09,-1.57,-6.7,276.1,0
83.99,111.04,1.327,1.19,15.4,2119,-3.68,0.0,-2.9,285.2,1
95.65,138.63,1.439,1.26,5.11,2933,-1.76,-1.58,-3.7,312.6,0
100.12,149.38,1.499,0.94,17.0,2449,-5.46,-1.4,-13.5,330.0,1
105.52,145.24,1.392,2.26,8.32,2267,2.84,2.46,12.2,330.0,1
103.78,153.4,1.439,3.76,16.85,3099,-4.81,2.57,-3.4,330.0,0
96.93,139.14,1.408,-2.19,9.57,2986,0.86,-4.12,-21.4,319.3,1
108.15,164.67,1.54,-1.65,15.57,3137,-2.53,-2.05,-19.2,330.0,1
108.24,163.24,1.495,-3.75,21.31,3020,-4.28,-1.16,-5.3,330.0,1
101.47,149.25,1.489,4.1,7.62,2154,0.72,1.5,4.1,330.0,0
107.7,157.22,1.487,2.25,15.87,2740,-1.0,2.86,-2.4,330.0,0
102.18,150.52,1.448,3.02,8.63,2963,2.51,6.75,26.3,330.0,0
95.51,135.36,1.462,-2.79,13.3,2828,-3.8,-1.16,-16.1,316.4,1
105.58,147.9,1.379,6.85,14.78,2999,-2.27,-1.04,3.6,330.0,1
100.88,132.42,1.319,-0.33,13.28,3002,-7.16,1.47,-6.9,299.6,1
100.01,145.39,1.459,2.0,10.97,2575,-6.55,-1.71,-9.7,330.0,1
111.78,165.28,1.469,4.06,16.76,2469,5.39,-0.35,11.8,330.0,0
80.39,123.86,1.523,-1.46,8.14,2749,6.25,-1.04,-1.9,308.2,1
88.66,134.85,1.544,-0.14,16.68,2045,0.28,-6.55,-22.1,326.2,0
90.5,141.55,1.544,2.04,12.49,2437,-2.47,0.31,1.4,329.6,1
97.09,135.26,1.39,8.0,11.59,2220,-0.9,-0.46,-2.0,308.4,1
97.96,136.84,1.429,2.4,18.63,2269,2.62,3.18,16.4,330.0,1
87.94,129.62,1.479,6.32,15.01,2373,-1.54,0.01,-9.8,307.5,0
92.12,146.24,1.55,5.12,20.51,2303,0.71,-3.14,-6.8,330.0,1
93.11,147.47,1.539,2.6,17.58,2792,-0.04,-0.65,-5.2,330.0,0
119.66,183.34,1.517,-1.47,10.09,2986,-1.71,-5.23,-18.2,330.0,1
114.41,160.26,1.427,4.68,14.38,2394,-1.58,-3.03,-7.0,330.0,1
96.71,136.33,1.397,-2.99,12.32,2164,0.88,1.59,10.6,322.4,0
97.09,147.51,1.497,6.3,19.78,3028,-2.93,-0.62,-3.6,330.0,1
90.81,127.49,1.384,2.1,15.05,2410,1.36,2.31,13.6,306.7,1
84.73,123.62,1.436,-6.0,11.43,2924,-1.41,-4.92,-14.8,290.4,0
99.06,143.87,1.443,0.48,12.57,2417,0.38,-0.61,7.3,330.0,1
92.02,142.04,1.546,3.46,14.06,2173,4.15,-1.19,0.6,330.0,1
99.32,140.38,1.429,0.79,17.19,3247,-0.5,2.39,8.7,330.0,0
87.2,108.93,1.304,3.65,14.29,3005,2.76,1.68,14.8,251.6,0
93.9,139.85,1.48,-1.05,11.45,2863,-5.38,1.61,-3.8,325.5,1
101.19,142.95,1.408,-2.42,10.46,2697,-1.41,3.85,3.8,330.0,1
102.93,150.91,1.453,1.29,11.79,2801,0.08,-0.92,-0.2,330.0,1
103.34,145.96,1.445,1.59,9.35,2538,5.77,3.34,17.4,322.9,1
89.44,129.83,1.434,0.45,10.91,2487,-5.88,-2.61,-23.4,309.4,1
106.84,165.12,1.497,5.18,19.31,2441,-0.29,-2.7,-6.8,330.0,1
93.6,127.31,1.358,-1.05,12.01,2465,4.37,1.88,20.4,288.4,0
105.06,148.93,1.419,2.44,15.97,2567,-2.36,-3.76,-25.8,330.0,1
99.91,149.75,1.491,1.7,6.16,2590,-0.64,1.43,10.4,330.0,0
88.99,130.84,1.413,-3.17,13.6,3062,1.0,0.25,-13.1,305.2,1
97.47,129.36,1.353,-2.46,11.66,2469,0.55,2.68,7.6,306.6,1
102.92,153.87,1.49,1.54,12.09,2827,4.7,-0.15,16.2,330.0,1
104.9,157.18,1.517,7.44,16.15,1746,1.35,0.14,0.1,330.0,0
98.87,141.73,1.447,3.24,12.65,2148,3.98,1.27,9.8,330.0,1
112.25,149.44,1.332,-3.68,5.34,2583,-1.08,-1.66,-2.5,330.0,1
108.06,164.63,1.492,-6.0,13.67,2478,-2.22,-1.77,-19.1,330.0,1
97.95,136.77,1.35,3.7,15.02,2835,-0.68,1.19,3.8,330.0,1
106.0,156.79,1.469,1.21,12.48,2091,-3.48,-0.07,-4.0,330.0,1
115.47,160.34,1.397,4.92,11.82,1990,1.45,-1.02,9.4,330.0,0
115.68,165.92,1.38,-1.14,8.19,3233,-1.16,-0.21,-9.5,330.0,0
90.18,127.3,1.423,2.55,14.56,2190,-2.02,3.99,9.2,304.1,0
92.59,131.81,1.439,4.04,19.25,2273,1.5,-1.11,-7.7,329.5,1
111.88,153.46,1.411,0.16,13.66,2135,-3.43,-1.18,-14.5,330.0,1
91.53,139.45,1.485,0.22,8.93,2962,2.31,-4.27,-5.4,309.9,1
